,0
226,0.01
227,0.01
228,0.01
229,0.01
230,0.2636470588235294
231,0.9477254901960784
232,0.99
233,0.9400392156862745
234,0.5365098039215687
235,0.01
236,0.01
237,0.01
238,0.8285882352941176
239,0.99
240,0.982313725490196
241,0.982313725490196
242,0.8401176470588235
243,0.01
244,0.01
245,0.01
246,0.01
247,0.01
248,0.01
249,0.01
250,0.01
251,0.01
252,0.01
253,0.01
254,0.01
255,0.01
256,0.01
257,0.01
258,0.2636470588235294
259,0.9630980392156863
260,0.99
261,0.9400392156862745
262,0.01
263,0.01
264,0.01
265,0.01
266,0.7670980392156862
267,0.9784705882352941
268,0.986156862745098
269,0.986156862745098
270,0.9438823529411764
271,0.34819607843137257
272,0.01
273,0.01
274,0.01
275,0.01
276,0.01
277,0.01
278,0.01
279,0.01
280,0.01
281,0.01
282,0.01
283,0.01
284,0.01
285,0.01
286,0.16372549019607843
287,0.9477254901960784
288,0.99
289,0.9630980392156863
290,0.6287450980392156
291,0.01
292,0.01
293,0.05227450980392157
294,0.7171372549019608
295,0.99
296,0.986156862745098
297,0.99
298,0.9592549019607842
299,0.34819607843137257
300,0.01
301,0.01
302,0.01
303,0.01
304,0.01
305,0.01
306,0.01
307,0.01
308,0.01
309,0.01
310,0.01
311,0.01
312,0.01
313,0.01
314,0.05227450980392157
315,0.9054509803921569
316,0.99
317,0.99
318,0.9554117647058823
319,0.893921568627451
320,0.8016862745098039
321,0.6325882352941177
322,0.9361960784313725
323,0.99
324,0.99
325,0.986156862745098
326,0.9361960784313725
327,0.34819607843137257
328,0.01
329,0.01
330,0.01
331,0.01
332,0.01
333,0.01
334,0.01
335,0.01
336,0.01
337,0.01
338,0.01
339,0.01
340,0.01
341,0.01
342,0.01
343,0.7747843137254902
344,0.9746274509803922
345,0.99
346,0.99
347,0.986156862745098
348,0.9784705882352941
349,0.9554117647058823
350,0.986156862745098
351,0.99
352,0.99
353,0.982313725490196
354,0.8401176470588235
355,0.01
356,0.01
357,0.01
358,0.01
359,0.01
360,0.01
361,0.01
362,0.01
363,0.01
364,0.01
365,0.01
366,0.01
367,0.01
368,0.01
369,0.01
370,0.01
371,0.5403529411764706
372,0.8324313725490196
373,0.9477254901960784
374,0.99
375,0.986156862745098
376,0.982313725490196
377,0.986156862745098
378,0.99
379,0.99
380,0.99
381,0.9707843137254901
382,0.7786274509803921
383,0.01
384,0.01
385,0.01
386,0.01
387,0.01
388,0.01
389,0.01
390,0.01
391,0.01
392,0.01
393,0.01
394,0.01
395,0.01
396,0.01
397,0.01
398,0.01
399,0.01
400,0.12529411764705883
401,0.46349019607843134
402,0.8055294117647058
403,0.9016078431372548
404,0.9323529411764706
405,0.9285098039215686
406,0.9208235294117647
407,0.9630980392156863
408,0.982313725490196
409,0.9669411764705882
410,0.7786274509803921
411,0.01
412,0.01
413,0.01
414,0.01
415,0.01
416,0.01
417,0.01
418,0.01
419,0.01
420,0.01
421,0.01
422,0.01
423,0.01
424,0.01
425,0.01
426,0.01
427,0.01
428,0.01
429,0.01
430,0.12529411764705883
431,0.22905882352941176
432,0.32129411764705884
433,0.22905882352941176
434,0.29823529411764704
435,0.8401176470588235
436,0.982313725490196
437,0.9669411764705882
438,0.8285882352941176
439,0.01
440,0.01
441,0.01
442,0.01
443,0.01
444,0.01
445,0.01
446,0.01
447,0.01
448,0.01
449,0.01
450,0.01
451,0.01
452,0.01
453,0.01
454,0.01
455,0.01
456,0.01
457,0.01
458,0.01
459,0.01
460,0.01
461,0.01
462,0.09454901960784313
463,0.8055294117647058
464,0.9746274509803922
465,0.982313725490196
466,0.8631764705882352
467,0.01
468,0.01
469,0.01
470,0.01
471,0.01
472,0.01
473,0.01
474,0.01
475,0.01
476,0.01
477,0.01
478,0.01
479,0.01
480,0.01
481,0.01
482,0.01
483,0.01
484,0.01
485,0.01
486,0.01
487,0.01
488,0.01
489,0.01
490,0.05227450980392157
491,0.7171372549019608
492,0.99
493,0.982313725490196
494,0.8900784313725489
495,0.01
496,0.01
497,0.01
498,0.01
499,0.01
500,0.01
501,0.01
502,0.01
503,0.01
504,0.01
505,0.01
506,0.01
507,0.01
508,0.01
509,0.01
510,0.01
511,0.01
512,0.01
513,0.01
514,0.01
515,0.01
516,0.01
517,0.01
518,0.01
519,0.6979215686274509
520,0.9746274509803922
521,0.982313725490196
522,0.893921568627451
523,0.01
524,0.01
525,0.01
526,0.01
527,0.01
528,0.01
529,0.01
530,0.01
531,0.01
532,0.01
533,0.01
534,0.01
535,0.01
536,0.01
537,0.01
538,0.01
539,0.01
540,0.01
541,0.01
542,0.01
543,0.01
544,0.01
545,0.01
546,0.01
547,0.6787058823529412
548,0.9746274509803922
549,0.982313725490196
550,0.893921568627451
551,0.01
552,0.01
553,0.01
554,0.01
555,0.01
556,0.01
557,0.01
558,0.01
559,0.01
560,0.01
561,0.01
562,0.01
563,0.01
564,0.01
565,0.01
566,0.01
567,0.01
568,0.01
569,0.01
570,0.01
571,0.01
572,0.01
573,0.01
574,0.01
575,0.6787058823529412
576,0.9746274509803922
577,0.982313725490196
578,0.893921568627451
579,0.01
580,0.01
581,0.01
582,0.01
583,0.01
584,0.01
585,0.01
586,0.01
587,0.01
588,0.01
589,0.01
590,0.01
591,0.01
592,0.01
593,0.01
594,0.01
595,0.01
596,0.01
597,0.01
598,0.01
599,0.01
600,0.01
601,0.01
602,0.01
603,0.6787058823529412
604,0.9746274509803922
605,0.982313725490196
606,0.893921568627451
607,0.01
608,0.01
609,0.01
610,0.01
611,0.01
612,0.01
613,0.01
614,0.01
615,0.01
616,0.01
617,0.01
618,0.01
619,0.01
620,0.01
621,0.01
622,0.01
623,0.01
624,0.01
625,0.01
626,0.01
627,0.01
628,0.01
629,0.01
630,0.01
631,0.6787058823529412
632,0.9746274509803922
633,0.982313725490196
634,0.893921568627451
635,0.01
636,0.01
637,0.01
638,0.01
639,0.01
640,0.01
641,0.01
642,0.01
643,0.01
644,0.01
645,0.01
646,0.01
647,0.01
648,0.01
649,0.01
650,0.01
651,0.01
652,0.01
653,0.01
654,0.01
655,0.01
656,0.01
657,0.01
658,0.01
659,0.5634117647058823
660,0.9477254901960784
661,0.9746274509803922
662,0.8170588235294117
663,0.01
664,0.01
665,0.01
666,0.01
667,0.01
668,0.01
669,0.01
670,0.01
671,0.01
672,0.01
673,0.01
674,0.01
675,0.01
676,0.01
677,0.01
678,0.01
679,0.01
680,0.01
681,0.01
682,0.01
683,0.01
684,0.01
685,0.01
686,0.01
687,0.39431372549019605
688,0.7478823529411764
689,0.7478823529411764
690,0.6633333333333333
691,0.01
692,0.01
693,0.01
694,0.01
695,0.01
696,0.01
697,0.01
698,0.01
699,0.01
700,0.01
701,0.01
702,0.01
703,0.01
704,0.01
705,0.01
706,0.01
707,0.01
708,0.01
709,0.01
710,0.01
711,0.01
712,0.01
713,0.01
714,0.01
715,0.01
716,0.01
717,0.01
718,0.01
719,0.01
720,0.01
721,0.01
722,0.01
723,0.01
724,0.01
725,0.01
726,0.01
727,0.01
728,0.01
729,0.01
730,0.01
731,0.01
732,0.01
733,0.01
734,0.01
735,0.01
736,0.01
737,0.01
738,0.01
739,0.01
740,0.01
741,0.01
742,0.01
743,0.01
744,0.01
745,0.01
746,0.01
747,0.01
748,0.01
749,0.01
750,0.01
751,0.01
752,0.01
753,0.01
754,0.01
755,0.01
756,0.01
757,0.01
758,0.01
759,0.01
760,0.01
761,0.01
762,0.01
763,0.01
764,0.01
765,0.01
766,0.01
767,0.01
768,0.01
769,0.01
770,0.01
771,0.01
772,0.01
773,0.01
774,0.01
775,0.01
776,0.01
777,0.01
778,0.01
779,0.01
780,0.01
781,0.01
782,0.01
783,0.01
